id;visitatore_id;opera_id;timestamp;durata;data_visita;source_file;fonte;data_creazione;timestamp_visita
0;846;919;1662811200;1033;2022-09-21T00:00:00.000+02:00;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/visite/test/processed/raw_visite_1000.csv;test;2022-09-10T14:00:00.000+02:00;2022-09-21T18:40:22.000+02:00
1;265;541;1662811200;1178;2022-09-21T00:00:00.000+02:00;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/visite/test/processed/raw_visite_1000.csv;test;2022-09-10T14:00:00.000+02:00;2022-09-21T18:40:22.000+02:00
2;580;568;1662811200;994;2022-09-21T00:00:00.000+02:00;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/visite/test/processed/raw_visite_1000.csv;test;2022-09-10T14:00:00.000+02:00;2022-09-21T18:40:22.000+02:00
3;266;552;1662811200;750;2022-09-21T00:00:00.000+02:00;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/visite/test/processed/raw_visite_1000.csv;test;2022-09-10T14:00:00.000+02:00;2022-09-21T18:40:22.000+02:00
4;677;180;1662811200;1403;2022-09-21T00:00:00.000+02:00;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/visite/test/processed/raw_visite_1000.csv;test;2022-09-10T14:00:00.000+02:00;2022-09-21T18:40:22.000+02:00
5;413;596;1662811200;491;2022-09-21T00:00:00.000+02:00;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/visite/test/processed/raw_visite_1000.csv;test;2022-09-10T14:00:00.000+02:00;2022-09-21T18:40:22.000+02:00
6;248;369;1662811200;580;2022-09-21T00:00:00.000+02:00;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/visite/test/processed/raw_visite_1000.csv;test;2022-09-10T14:00:00.000+02:00;2022-09-21T18:40:22.000+02:00
7;734;181;1662811200;1115;2022-09-21T00:00:00.000+02:00;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/visite/test/processed/raw_visite_1000.csv;test;2022-09-10T14:00:00.000+02:00;2022-09-21T18:40:22.000+02:00
8;187;224;1662811200;1276;2022-09-21T00:00:00.000+02:00;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/visite/test/processed/raw_visite_1000.csv;test;2022-09-10T14:00:00.000+02:00;2022-09-21T18:40:22.000+02:00
9;605;217;1662811200;210;2022-09-21T00:00:00.000+02:00;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/visite/test/processed/raw_visite_1000.csv;test;2022-09-10T14:00:00.000+02:00;2022-09-21T18:40:22.000+02:00
10;24;604;1662811200;1778;2022-09-21T00:00:00.000+02:00;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/visite/test/processed/raw_visite_1000.csv;test;2022-09-10T14:00:00.000+02:00;2022-09-21T18:40:22.000+02:00
11;404;218;1662811200;944;2022-09-21T00:00:00.000+02:00;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/visite/test/processed/raw_visite_1000.csv;test;2022-09-10T14:00:00.000+02:00;2022-09-21T18:40:22.000+02:00
12;871;87;1662811200;984;2022-09-21T00:00:00.000+02:00;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/visite/test/processed/raw_visite_1000.csv;test;2022-09-10T14:00:00.000+02:00;2022-09-21T18:40:22.000+02:00
13;665;26;1662811200;1581;2022-09-21T00:00:00.000+02:00;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/visite/test/processed/raw_visite_1000.csv;test;2022-09-10T14:00:00.000+02:00;2022-09-21T18:40:22.000+02:00
14;180;431;1662811200;80;2022-09-21T00:00:00.000+02:00;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/visite/test/processed/raw_visite_1000.csv;test;2022-09-10T14:00:00.000+02:00;2022-09-21T18:40:22.000+02:00
15;699;581;1662811200;1858;2022-09-21T00:00:00.000+02:00;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/visite/test/processed/raw_visite_1000.csv;test;2022-09-10T14:00:00.000+02:00;2022-09-21T18:40:22.000+02:00
16;99;549;1662811200;1288;2022-09-21T00:00:00.000+02:00;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/visite/test/processed/raw_visite_1000.csv;test;2022-09-10T14:00:00.000+02:00;2022-09-21T18:40:22.000+02:00
17;171;830;1662811200;169;2022-09-21T00:00:00.000+02:00;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/visite/test/processed/raw_visite_1000.csv;test;2022-09-10T14:00:00.000+02:00;2022-09-21T18:40:22.000+02:00
18;112;785;1662811200;583;2022-09-21T00:00:00.000+02:00;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/visite/test/processed/raw_visite_1000.csv;test;2022-09-10T14:00:00.000+02:00;2022-09-21T18:40:22.000+02:00
19;282;853;1662811200;1657;2022-09-21T00:00:00.000+02:00;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/visite/test/processed/raw_visite_1000.csv;test;2022-09-10T14:00:00.000+02:00;2022-09-21T18:40:22.000+02:00
20;108;478;1662811200;656;2022-09-21T00:00:00.000+02:00;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/visite/test/processed/raw_visite_1000.csv;test;2022-09-10T14:00:00.000+02:00;2022-09-21T18:40:22.000+02:00
21;713;808;1662811200;434;2022-09-21T00:00:00.000+02:00;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/visite/test/processed/raw_visite_1000.csv;test;2022-09-10T14:00:00.000+02:00;2022-09-21T18:40:22.000+02:00
22;446;170;1662811200;1728;2022-09-21T00:00:00.000+02:00;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/visite/test/processed/raw_visite_1000.csv;test;2022-09-10T14:00:00.000+02:00;2022-09-21T18:40:22.000+02:00
